TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
16;false;true;false;false;5;REQ007
33;true;false;false;false;4;REQ005
52;false;true;true;false;5;REQ007
81;true;false;false;true;4;REQ005
95;false;true;false;false;5;REQ007
116;true;true;false;false;5;REQ008
145;false;true;true;true;5;REQ007
168;false;false;false;true;1;REQ002
214;false;true;false;false;5;REQ007
234;false;true;true;true;5;REQ007
276;false;true;true;true;5;REQ007
304;true;true;true;false;5;REQ008
320;true;true;false;false;5;
329;false;true;true;true;5;REQ007
379;true;false;true;true;4;REQ005
414;true;false;true;false;4;REQ005
442;false;true;true;false;5;REQ007
466;true;false;false;true;4;REQ005
491;false;true;false;false;5;REQ007
512;false;true;true;true;5;REQ007
543;false;false;true;false;2;REQ003
588;true;true;true;false;2;
609;false;false;false;false;3;REQ004
628;true;false;false;false;4;REQ005
663;true;true;false;true;4;REQ006
