TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
42;true;true;true;false;3;
54;false;false;true;true;0;REQ001
100;true;true;true;true;0;
149;true;false;true;true;4;REQ005
163;false;false;true;false;2;REQ003
191;true;true;true;true;2;
241;true;true;true;false;2;
280;true;false;false;false;4;REQ005
303;true;true;false;false;4;REQ006
312;true;true;true;true;4;
343;true;false;false;false;4;REQ005
377;true;false;false;true;4;REQ005
403;true;true;true;true;4;REQ006
417;true;true;true;false;4;
429;false;true;true;false;5;REQ007
474;false;true;false;false;5;REQ007
498;true;true;true;false;5;REQ008
527;false;false;false;true;1;REQ002
553;false;false;false;false;3;REQ004
565;true;true;true;true;3;
601;false;false;true;false;2;REQ003
619;false;false;false;true;1;REQ002
664;false;false;true;false;2;REQ003
696;true;true;false;false;2;
732;true;true;false;true;2;
