TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
5;true;false;0;0;
8;false;false;0;0;
11;false;true;0;0;
13;false;true;0;0;
15;true;false;0;0;
18;false;false;0;0;
20;false;false;0;0;
23;true;false;3;0;REQ002
25;false;false;3;0;
28;true;true;3;0;
30;false;true;3;0;
32;true;false;3;0;
34;true;false;1;1;REQ004
37;false;false;1;1;
39;false;false;1;1;
42;false;false;1;1;
44;false;false;1;1;
46;true;true;0;1;REQ001
48;true;false;0;1;
50;true;true;0;1;
52;false;true;0;1;
54;true;false;0;1;
56;true;false;0;1;
59;true;false;0;1;
61;true;true;0;1;
63;true;false;0;1;
66;false;false;0;1;
68;false;false;0;1;
70;true;false;3;1;REQ002
73;true;false;3;1;
76;false;false;3;1;
