TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
10;true;false;false;true;4;REQ005
40;false;false;false;true;1;REQ002
79;true;true;false;false;1;
119;false;true;true;true;5;REQ007
130;true;true;false;false;5;REQ008
180;true;false;false;false;4;REQ005
223;false;false;false;true;1;REQ002
249;false;false;true;false;2;REQ003
271;false;false;true;true;0;REQ001
314;true;true;true;false;0;
336;true;false;true;true;4;REQ005
383;true;false;false;true;4;REQ005
394;true;true;false;false;4;REQ006
428;true;false;false;true;4;REQ005
468;false;false;false;false;3;REQ004
498;false;false;false;false;3;REQ004
523;false;false;true;true;0;REQ001
567;true;true;true;true;0;
597;true;false;false;false;4;REQ005
635;true;false;false;true;4;REQ005
682;false;false;false;false;3;REQ004
725;true;true;true;false;3;
771;true;false;false;true;4;REQ005
806;true;false;true;true;4;REQ005
841;false;false;true;true;0;REQ001
