TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;true;false;true;false;4;REQ005
79;false;true;true;false;5;REQ007
88;true;false;true;true;4;REQ005
104;true;false;true;true;4;REQ005
141;true;false;true;true;4;REQ005
186;true;false;true;true;4;REQ005
229;true;false;false;false;4;REQ005
253;true;true;false;true;4;REQ006
267;true;true;false;false;4;
295;true;false;true;true;4;REQ005
308;true;false;false;false;4;REQ005
328;false;false;true;false;2;REQ003
371;false;true;true;false;5;REQ007
401;false;true;false;false;5;REQ007
434;false;true;false;false;5;REQ007
477;false;true;false;true;5;REQ007
503;false;false;true;true;0;REQ001
553;true;false;true;true;4;REQ005
592;false;true;false;false;5;REQ007
640;false;false;false;true;1;REQ002
685;false;false;true;false;2;REQ003
717;true;false;false;true;4;REQ005
741;true;true;true;true;4;REQ006
780;true;false;false;true;4;REQ005
790;true;true;false;false;4;REQ006
