TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
41;false;false;false;true;1;REQ002
81;false;false;false;false;3;REQ004
123;true;false;true;true;4;REQ005
144;true;true;true;false;4;REQ006
163;true;false;true;false;4;REQ005
197;true;true;true;true;4;REQ006
228;false;true;true;true;5;REQ007
241;false;false;true;true;0;REQ001
252;true;true;false;false;0;
267;false;true;true;true;5;REQ007
277;true;true;false;true;5;REQ008
316;false;false;true;false;2;REQ003
349;true;false;false;true;4;REQ005
360;true;true;false;true;4;REQ006
385;true;true;true;true;4;
405;false;true;false;true;5;REQ007
456;true;true;true;true;5;REQ008
489;true;false;false;true;4;REQ005
500;false;false;true;true;0;REQ001
533;false;false;false;false;3;REQ004
557;true;false;false;false;4;REQ005
567;true;true;false;false;4;REQ006
615;false;false;true;true;0;REQ001
640;false;false;false;true;1;REQ002
683;false;false;true;false;2;REQ003
