TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
265;0;1;80;2;1;REQ010
531;1;1;81;0;0;REQ012REQ004
847;1;0;80;2;0;REQ001
1079;0;2;79;2;3;REQ011
1336;1;1;79;2;0;REQ012
1574;1;1;79;2;0;
1819;1;0;80;2;0;
2131;1;0;80;2;0;
2389;1;2;80;2;3;REQ014
2652;0;2;79;2;3;
2973;0;0;79;2;3;
3310;0;0;81;3;3;REQ003
3605;1;2;80;2;0;REQ012REQ001
3838;1;2;79;2;0;
4159;1;1;80;2;1;REQ013
4389;1;1;79;2;1;
4624;1;2;79;2;3;REQ014
4909;1;1;81;1;1;REQ003REQ013REQ002
5224;1;0;80;2;0;REQ015REQ001
5458;1;1;80;2;1;REQ013
5742;1;1;79;2;1;
5997;0;1;81;1;1;REQ007REQ002
6332;1;0;80;2;0;REQ001REQ012
6595;0;2;79;2;3;REQ011
6917;0;2;80;2;3;
