TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
46;false;true;true;true;5;REQ007
85;false;false;true;false;2;REQ003
115;false;false;true;false;2;REQ003
163;false;false;false;true;1;REQ002
202;true;true;true;true;1;
212;false;false;true;true;0;REQ001
245;true;false;false;false;4;REQ005
279;false;false;false;false;3;REQ004
289;false;false;true;true;0;REQ001
305;false;true;false;true;5;REQ007
323;true;false;true;false;4;REQ005
339;true;true;false;false;4;REQ006
385;false;true;false;false;5;REQ007
398;true;true;false;true;5;REQ008
432;false;false;false;false;3;REQ004
445;false;false;false;false;3;REQ004
473;false;true;false;true;5;REQ007
512;false;true;false;true;5;REQ007
524;false;false;false;false;3;REQ004
540;false;false;true;true;0;REQ001
562;false;false;false;true;1;REQ002
601;false;false;false;false;3;REQ004
616;false;false;false;false;3;REQ004
656;false;false;false;false;3;REQ004
692;false;false;true;true;0;REQ001
