TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;true;true;0;0;REQ001
7;true;true;0;0;
9;false;false;0;0;
11;false;false;0;0;
14;true;true;0;0;
16;true;true;0;0;
19;false;false;0;0;
21;true;false;3;0;REQ002
23;false;true;3;0;
25;false;false;3;0;
28;true;false;3;0;
31;true;false;1;1;REQ004
33;true;true;0;1;REQ001
35;true;true;0;1;
37;false;true;0;1;
39;false;false;0;1;
41;true;false;3;1;REQ002
44;true;true;3;1;
46;true;true;3;1;
49;false;true;3;1;
52;false;true;1;1;REQ004
55;true;true;1;1;
57;true;true;1;1;
60;false;false;1;1;
62;true;false;1;1;
64;false;true;0;1;REQ001
66;false;true;0;1;
68;true;false;0;1;
71;false;true;0;1;
73;true;true;0;1;
75;false;true;0;1;
