TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
32;false;7;false;on ;low ;false;
73;false;8;true;on ;low ;false;
100;true;0;true;on ;low ;false;
109;true;4;true;on ;low ;false;
157;true;5;true;on ;low ;false;
202;false;9;true;off ;permitted ;false;REQ001REQ011
221;true;10;true;off ;high ;false;REQ002
262;true;10;false;off ;high ;false;
300;false;6;false;on ;low ;false;REQ004REQ003REQ010
328;false;9;false;off ;permitted ;false;REQ001REQ011
376;true;9;true;off ;permitted ;false;
385;true;0;false;on ;low ;false;REQ003REQ010
418;false;9;false;off ;permitted ;false;REQ001REQ011
437;false;0;false;on ;low ;false;REQ003REQ010
453;true;1;true;on ;low ;false;
500;false;8;false;on ;low ;false;
514;true;11;true;off ;high ;false;REQ001REQ002REQ011
525;true;9;true;off ;permitted ;false;REQ004
560;false;7;true;on ;low ;false;REQ003REQ010
582;true;6;true;on ;low ;false;
619;false;3;true;on ;low ;false;
642;false;5;true;on ;low ;false;
692;true;3;true;on ;low ;false;
733;true;0;true;on ;low ;false;
743;false;2;false;on ;low ;false;
782;true;10;true;off ;high ;false;REQ001REQ011REQ002
816;false;5;true;on ;low ;false;REQ004REQ003REQ010
828;true;10;false;off ;high ;false;REQ001REQ002REQ011
873;true;7;false;on ;low ;false;REQ004REQ003REQ010
900;false;3;true;on ;low ;false;
929;true;0;false;off ;low ;true;REQ005REQ009
955;false;6;false;off ;low ;true;
987;true;11;false;off ;high ;false;REQ001REQ002REQ007
1006;true;11;true;off ;high ;false;
1037;false;2;false;on ;low ;false;REQ004REQ003REQ010
1062;true;9;true;off ;permitted ;false;REQ001REQ011
