TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
43;false;true;false;false;5;REQ007
61;false;false;false;false;3;REQ004
106;false;false;true;false;2;REQ003
121;true;true;false;false;2;
166;true;true;true;true;2;
189;true;true;false;false;2;
206;true;false;false;true;4;REQ005
244;false;false;false;true;1;REQ002
270;true;true;false;true;1;
305;true;true;true;true;1;
330;true;true;false;true;1;
379;true;false;false;true;4;REQ005
415;false;false;true;true;0;REQ001
448;false;false;false;true;1;REQ002
466;true;true;false;false;1;
481;false;false;false;true;1;REQ002
504;true;true;false;false;1;
545;true;true;true;true;1;
576;false;true;true;true;5;REQ007
603;true;true;false;false;5;REQ008
649;false;false;true;true;0;REQ001
675;true;false;true;false;4;REQ005
718;true;true;false;false;4;REQ006
740;true;true;false;false;4;
774;true;true;false;true;4;
