TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
318;1;1;81;0;0;REQ012REQ004
640;1;1;81;0;0;REQ004
903;0;0;81;0;0;REQ004
1199;1;2;81;0;0;REQ012
1514;1;0;81;0;0;
1794;0;0;81;0;0;
2127;1;0;79;2;0;REQ001REQ012
2364;0;2;81;3;3;REQ009REQ004REQ011REQ003
2629;1;1;81;0;0;REQ003REQ012REQ004
2916;0;1;81;1;1;REQ016REQ002
3218;1;0;80;2;0;REQ012REQ001
3440;1;0;80;2;0;
3726;1;2;79;2;3;REQ014
3981;1;0;80;2;0;REQ015
4281;0;1;81;1;1;REQ004REQ010REQ002
4573;0;1;80;2;1;REQ001
4817;0;1;81;1;1;REQ002
5129;0;1;79;2;1;REQ001
5375;1;2;80;2;0;REQ012
5651;0;2;80;2;3;REQ017
5911;0;0;79;2;3;
6176;0;1;80;2;1;REQ010
6462;1;1;81;0;0;REQ007REQ012REQ004
6711;0;1;80;2;1;REQ001REQ016
6977;1;0;80;2;0;REQ012
