TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
254;1;0;79;2;0;REQ012
519;1;2;81;3;3;REQ009REQ004REQ014REQ003
797;0;0;79;2;3;REQ001
1068;1;0;80;2;0;REQ012
1355;0;1;81;1;1;REQ010REQ002
1642;0;0;79;2;1;REQ001
1955;1;1;79;2;0;REQ012
2239;1;0;79;2;0;
2490;1;1;79;2;1;REQ013
2710;0;0;79;2;1;
3045;0;2;79;2;3;REQ011
3291;1;0;81;0;0;REQ003REQ012REQ004
3629;1;1;80;2;1;REQ001REQ013
3943;0;2;79;2;3;REQ011
4259;0;1;80;2;1;REQ010
4533;1;0;80;2;0;REQ012
4846;0;0;80;2;0;
5163;1;2;80;2;0;REQ012
5384;0;1;80;2;1;REQ010
5682;1;2;81;0;0;REQ002REQ012REQ004
5919;1;0;80;2;0;REQ001
6201;1;2;81;3;3;REQ014REQ003
6478;1;2;81;3;3;REQ003
6811;0;1;81;1;1;REQ003REQ010REQ002
7082;1;0;80;2;0;REQ012REQ001
