TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;false;true;false;true;5;REQ007
41;false;false;false;true;1;REQ002
86;true;true;false;false;1;
124;true;false;true;true;4;REQ005
158;true;true;false;true;4;REQ006
179;true;true;false;true;4;
225;true;true;false;true;4;
252;false;true;false;false;5;REQ007
279;false;false;true;false;2;REQ003
291;true;true;true;false;2;
342;true;true;true;true;2;
367;false;true;true;false;5;REQ007
397;false;true;true;true;5;REQ007
412;true;true;true;true;5;REQ008
426;false;false;false;false;3;REQ004
453;true;true;true;false;3;
467;true;false;false;true;4;REQ005
491;true;true;true;false;4;REQ006
534;true;false;true;false;4;REQ005
567;true;true;true;true;4;REQ006
614;false;false;false;true;1;REQ002
633;false;true;false;false;5;REQ007
682;true;false;true;true;4;REQ005
719;true;true;true;false;4;REQ006
758;false;true;false;false;5;REQ007
