TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
29;true;5;true;on ;low ;false;
67;false;6;false;on ;low ;false;
83;true;6;false;off ;low ;true;REQ005REQ009
115;true;6;false;off ;low ;true;
136;true;11;false;off ;high ;false;REQ001REQ002REQ008
185;true;5;true;on ;low ;false;REQ004REQ003REQ010
213;true;2;true;on ;low ;false;
263;true;8;false;on ;low ;false;
295;false;4;true;on ;low ;false;
308;false;11;true;off ;high ;false;REQ001REQ011REQ002
349;true;8;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
383;false;3;true;on ;low ;false;REQ006REQ010
430;false;10;false;off ;high ;false;REQ001REQ002REQ011
481;false;4;false;on ;low ;false;REQ004REQ003REQ010
521;false;10;true;off ;high ;false;REQ001REQ002REQ011
531;true;7;true;on ;low ;false;REQ004REQ003REQ010
578;false;0;true;on ;low ;false;
589;true;1;true;on ;low ;false;
635;true;6;false;on ;low ;false;
677;false;6;false;on ;low ;false;
693;true;6;false;off ;low ;true;REQ005REQ009
728;false;10;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
775;true;8;true;on ;low ;false;REQ004REQ003REQ010
789;true;0;true;on ;low ;false;
800;true;7;false;on ;low ;false;
843;true;2;true;on ;low ;false;
871;true;6;true;on ;low ;false;
898;false;11;false;off ;high ;false;REQ001REQ011REQ002
911;true;9;true;off ;permitted ;false;REQ004
929;true;11;false;off ;high ;false;REQ002
955;true;11;true;off ;high ;false;
983;true;8;false;on ;low ;false;REQ004REQ003REQ010
1012;true;0;true;on ;low ;false;
1043;true;9;false;off ;permitted ;false;REQ001REQ011
1061;false;2;true;on ;low ;false;REQ003REQ010
1080;false;7;false;on ;low ;false;
