TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;true;false;false;true;4;REQ005
22;false;true;true;false;5;REQ007
48;false;false;false;false;3;REQ004
74;false;true;false;true;5;REQ007
90;true;true;true;true;5;REQ008
117;true;false;true;true;4;REQ005
132;false;true;true;true;5;REQ007
161;true;false;false;true;4;REQ005
207;true;true;false;false;4;REQ006
237;true;true;false;true;4;
259;true;true;true;false;4;
303;false;true;true;false;5;REQ007
319;true;false;false;false;4;REQ005
332;false;false;true;false;2;REQ003
362;true;true;false;true;2;
399;true;true;false;true;2;
449;true;false;true;true;4;REQ005
479;true;true;false;true;4;REQ006
520;true;false;false;true;4;REQ005
531;false;true;false;true;5;REQ007
579;true;true;true;true;5;REQ008
610;false;false;true;false;2;REQ003
658;true;true;false;false;2;
707;true;false;true;false;4;REQ005
754;true;true;false;false;4;REQ006
