TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
43;false;true;true;false;5;REQ007
93;true;true;true;true;5;REQ008
114;true;true;false;true;5;
145;false;false;false;false;3;REQ004
164;true;true;false;true;3;
184;false;true;false;true;5;REQ007
219;true;false;false;true;4;REQ005
263;false;true;false;false;5;REQ007
274;false;false;false;true;1;REQ002
287;false;true;false;false;5;REQ007
337;false;true;true;true;5;REQ007
388;false;false;true;false;2;REQ003
420;true;true;true;false;2;
441;true;true;true;false;2;
451;true;true;false;true;2;
463;false;false;true;false;2;REQ003
484;true;false;true;false;4;REQ005
502;false;false;false;true;1;REQ002
526;true;false;true;true;4;REQ005
573;true;true;false;false;4;REQ006
585;false;false;true;true;0;REQ001
617;true;true;false;true;0;
658;true;true;false;true;0;
685;true;true;false;true;0;
694;true;false;true;false;4;REQ005
