TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
41;true;0;true;on ;low ;false;
52;false;9;true;off ;permitted ;false;REQ001REQ011
66;false;5;true;on ;low ;false;REQ003REQ010
115;true;6;false;off ;low ;true;REQ005REQ009
163;false;4;false;off ;low ;true;
180;false;8;false;off ;low ;true;
205;true;0;false;off ;low ;true;
234;false;2;false;off ;low ;true;
281;true;4;true;on ;low ;false;REQ006REQ010
329;true;1;true;on ;low ;false;
368;false;7;false;on ;low ;false;
394;false;2;true;on ;low ;false;
430;false;11;true;off ;high ;false;REQ001REQ011REQ002
470;false;5;false;on ;low ;false;REQ004REQ003REQ010
511;false;9;false;off ;permitted ;false;REQ001REQ011
528;true;0;false;off ;low ;true;REQ003REQ010REQ005REQ009
546;true;4;false;off ;low ;true;
564;false;11;true;off ;high ;false;REQ006REQ001REQ002
580;false;8;true;on ;low ;false;REQ004REQ003REQ010
621;false;3;false;on ;low ;false;
658;true;3;false;off ;low ;true;REQ005REQ009
695;false;3;false;off ;low ;true;
725;false;6;true;on ;low ;false;REQ006REQ010
758;true;8;false;off ;low ;true;REQ005REQ009
806;true;9;false;off ;permitted ;true;REQ001
844;false;3;false;off ;low ;true;REQ003
872;false;6;true;on ;low ;false;REQ006REQ010
909;false;0;false;on ;low ;false;
942;true;1;false;off ;low ;true;REQ005REQ009
969;false;0;false;off ;low ;true;
999;true;11;false;off ;high ;false;REQ001REQ002REQ007
1027;true;6;true;on ;low ;false;REQ004REQ003REQ010
1055;true;0;false;on ;low ;false;
1094;false;0;false;on ;low ;false;
1133;true;1;true;on ;low ;false;
1174;false;1;false;on ;low ;false;
