TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
222;1;1;81;0;0;REQ012REQ004
547;0;0;81;0;0;REQ004
782;0;1;80;2;1;REQ010REQ001
1113;0;1;79;2;1;
1412;0;1;79;2;1;
1733;1;0;79;2;0;REQ012
1993;0;2;80;2;3;REQ011
2307;0;1;81;1;1;REQ010REQ002
2566;1;0;80;2;0;REQ001REQ012
2824;0;2;81;3;3;REQ004REQ011REQ003
3076;0;0;81;3;3;REQ003
3331;1;1;80;2;0;REQ001REQ012
3599;1;0;81;0;0;REQ009REQ004
3832;1;2;80;2;3;REQ014REQ001
4062;0;2;81;3;3;REQ003
4349;1;0;79;2;0;REQ012REQ001
4658;1;2;81;3;3;REQ004REQ014REQ003
4883;0;2;81;3;3;REQ003
5218;0;1;81;1;1;REQ010REQ002
5518;1;1;80;2;0;REQ012REQ001
5751;1;1;79;2;0;
6067;0;2;81;3;3;REQ009REQ011REQ003
6313;0;2;81;3;3;REQ003
6640;0;2;81;3;3;REQ003
6961;1;2;81;0;0;REQ003REQ012REQ004
