TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
330;1;1;79;2;0;REQ012
616;1;1;80;2;0;
952;0;2;80;2;3;REQ011
1286;0;1;79;2;1;REQ010
1622;0;1;79;2;1;
1950;1;0;79;2;0;REQ012
2212;1;2;81;3;3;REQ009REQ014REQ003
2470;0;2;80;2;3;REQ001
2740;0;1;80;2;1;REQ010
3067;0;1;81;1;1;REQ002
3321;0;1;80;2;1;REQ001
3554;1;1;81;0;0;REQ002REQ012REQ004
3795;0;1;80;2;1;REQ016REQ001
4017;1;0;80;2;0;REQ012
4352;0;2;79;2;3;REQ011
4629;1;2;81;0;0;REQ008REQ003REQ012REQ004
4938;0;0;81;0;0;REQ004
5252;1;1;79;2;0;REQ001REQ012
5581;0;1;79;2;1;REQ016
5814;1;0;81;0;0;REQ002REQ012REQ004
6054;1;2;81;3;3;REQ014REQ003
6370;0;2;81;3;3;REQ003
6637;1;1;81;0;0;REQ003REQ012REQ004
6923;1;1;79;2;0;REQ001
7235;0;0;79;2;0;
