TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
16;true;9;true;off ;permitted ;false;REQ001REQ011
37;false;9;true;off ;permitted ;false;
84;true;6;false;off ;low ;true;REQ005REQ003
121;true;1;true;on ;low ;false;REQ006REQ010
160;false;11;false;off ;high ;false;REQ001REQ011REQ002
186;true;0;false;off ;low ;true;REQ004REQ005REQ003
217;true;7;true;on ;low ;false;REQ006REQ010
230;false;1;true;on ;low ;false;
248;false;0;false;on ;low ;false;
284;false;3;true;on ;low ;false;
313;false;6;true;on ;low ;false;
323;false;7;true;on ;low ;false;
349;true;1;true;on ;low ;false;
386;true;2;true;on ;low ;false;
410;false;3;false;on ;low ;false;
442;true;0;true;on ;low ;false;
456;false;2;false;on ;low ;false;
494;false;8;true;on ;low ;false;
533;true;0;true;on ;low ;false;
553;false;8;false;on ;low ;false;
600;false;11;false;off ;high ;false;REQ001REQ002REQ011
629;true;6;true;on ;low ;false;REQ004REQ003REQ010
679;false;5;true;on ;low ;false;
692;false;11;false;off ;high ;false;REQ001REQ002REQ011
706;false;10;true;off ;high ;false;
737;true;3;false;off ;low ;true;REQ004REQ005REQ003
776;true;8;true;on ;low ;false;REQ006REQ010
799;true;8;false;on ;low ;false;
813;true;10;false;off ;high ;false;REQ001REQ002REQ011
837;false;4;true;on ;low ;false;REQ004REQ003REQ010
855;false;10;true;off ;high ;false;REQ001REQ002REQ011
869;false;2;false;on ;low ;false;REQ004REQ003REQ010
914;false;4;true;on ;low ;false;
934;false;9;false;off ;permitted ;false;REQ001REQ011
973;true;11;false;off ;high ;false;REQ005REQ002REQ008
1017;false;2;true;on ;low ;false;REQ004REQ003REQ010
