TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
243;1;0;81;0;0;REQ005REQ012REQ004
552;0;0;80;2;0;REQ001
776;1;1;79;2;0;REQ012
1082;0;2;81;3;3;REQ004REQ011REQ003
1381;0;1;79;2;1;REQ001REQ010
1617;0;0;81;1;1;REQ007REQ002
1885;1;2;81;0;0;REQ012REQ004
2154;0;2;79;2;3;REQ001REQ017
2490;1;1;81;0;0;REQ003REQ012REQ004
2802;0;0;80;2;0;REQ001
3130;0;2;81;3;3;REQ004REQ011REQ003
3380;0;1;81;1;1;REQ010REQ002
3667;0;1;80;2;1;REQ001
3989;0;1;81;1;1;REQ007REQ002
4282;1;2;79;2;0;REQ001REQ012
4583;1;2;80;2;0;
4851;0;0;81;0;0;REQ009REQ004
5125;0;2;81;3;3;REQ004REQ011REQ003
5460;0;0;80;2;3;REQ001
5681;1;1;79;2;0;REQ012
5973;0;2;81;3;3;REQ011REQ003
6293;1;1;80;2;0;REQ001REQ012
6531;1;2;80;2;3;REQ014
6851;1;1;81;1;1;REQ008REQ013REQ002
7088;1;1;79;2;1;REQ001
