TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
220;0;1;79;2;1;REQ010
518;1;1;79;2;0;REQ012
754;1;2;80;2;3;REQ014
1090;0;1;81;1;1;REQ008REQ010REQ002
1334;0;2;81;3;3;REQ011REQ003
1570;1;1;81;0;0;REQ003REQ012REQ004
1801;1;2;79;2;3;REQ001REQ014
2064;0;2;81;3;3;REQ008REQ003
2353;1;0;81;0;0;REQ003REQ012REQ004
2627;0;0;81;0;0;REQ004
2862;0;1;80;2;1;REQ001REQ010
3104;1;0;81;0;0;REQ012REQ004
3433;0;1;80;2;1;REQ010REQ001
3686;0;0;81;1;1;REQ002
3945;0;1;81;1;1;REQ002REQ010
4243;0;2;79;2;3;REQ011REQ001
4542;0;1;79;2;1;REQ010
4824;0;0;81;1;1;REQ002
5160;0;2;81;3;3;REQ002REQ011REQ003
5466;0;1;81;1;1;REQ010REQ002
5806;1;1;80;2;0;REQ012REQ001
6052;1;1;80;2;0;
6307;1;2;79;2;3;REQ014
6550;1;2;80;2;3;
6819;1;1;79;2;1;REQ013
