TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
5;true;true;0;0;
8;false;true;0;0;
11;false;true;0;0;
14;true;false;0;0;
17;false;true;0;0;
19;false;true;0;0;
22;false;false;0;0;
25;false;false;0;0;
27;true;true;0;0;
29;true;true;0;0;
31;false;true;0;0;
33;false;false;0;0;
36;true;false;2;0;REQ003
39;true;true;2;0;
42;false;true;2;0;
44;false;true;2;0;
47;true;false;2;0;
50;true;true;2;0;
52;false;false;2;0;
54;true;true;2;0;
57;false;false;2;0;
59;false;true;2;0;
61;false;true;2;0;
63;false;true;2;0;
66;true;false;1;0;REQ005
69;false;false;1;0;
71;false;false;1;0;
73;true;false;1;0;
76;false;false;1;0;
78;true;false;1;0;
81;false;false;1;0;
