TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
305;1;2;81;0;0;REQ005REQ012REQ004
618;0;0;79;2;0;REQ001
849;1;1;81;0;0;REQ004REQ012
1151;0;1;81;1;1;REQ016REQ002
1489;0;1;79;2;1;REQ001
1778;0;2;81;3;3;REQ002REQ011REQ003
2083;0;1;79;2;1;REQ001REQ010
2331;1;2;81;0;0;REQ007REQ012REQ004
2656;0;0;80;2;0;REQ001
2881;0;1;79;2;1;REQ010
3209;1;2;80;2;0;REQ012
3506;1;0;80;2;0;
3767;1;0;81;0;0;REQ004
4030;0;2;80;2;3;REQ001REQ011
4275;0;0;81;3;3;REQ008REQ003
4530;1;1;81;0;0;REQ012REQ004
4816;1;2;79;2;3;REQ014REQ001
5128;0;1;80;2;1;REQ010
5371;1;1;80;2;0;REQ012
5704;0;2;79;2;3;REQ011
5956;1;2;81;0;0;REQ012REQ004
6189;1;1;79;2;1;REQ013REQ001
6496;0;1;79;2;1;
6803;1;1;80;2;0;REQ012
7049;1;0;80;2;0;
