TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
324;0;2;80;2;3;REQ011
622;1;2;80;2;0;REQ012
862;1;1;81;1;1;REQ013REQ002
1131;0;0;81;1;1;REQ002
1432;0;1;81;1;1;REQ010
1737;1;2;79;2;0;REQ001REQ012
2034;0;0;81;0;0;REQ009REQ004
2373;0;1;81;1;1;REQ004REQ010REQ002
2682;0;0;80;2;1;REQ001
2976;0;1;81;1;1;REQ002REQ010
3203;1;1;81;0;0;REQ012REQ004
3525;1;0;81;0;0;REQ004
3776;0;1;80;2;1;REQ001REQ010
4113;0;2;80;2;3;REQ011
4417;1;1;79;2;0;REQ012
4708;1;1;79;2;0;
4927;1;0;79;2;0;
5205;0;1;79;2;1;REQ010
5458;0;2;79;2;3;REQ011
5718;0;0;80;2;3;
6040;0;0;80;2;3;
6369;1;1;81;0;0;REQ008REQ012REQ004
6668;1;2;81;3;3;REQ004REQ014REQ003
6948;0;1;80;2;1;REQ010REQ001
7279;0;0;79;2;1;
