TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
26;true;false;false;false;4;REQ005
71;true;false;true;true;4;REQ005
113;true;true;true;false;4;REQ006
133;false;true;false;false;5;REQ007
146;true;true;false;false;5;REQ008
171;false;true;true;true;5;REQ007
193;false;true;false;false;5;REQ007
214;false;false;false;false;3;REQ004
235;true;true;false;true;3;
264;true;false;true;false;4;REQ005
310;false;false;true;false;2;REQ003
329;true;false;true;false;4;REQ005
354;false;false;false;true;1;REQ002
387;false;false;true;false;2;REQ003
429;false;false;false;true;1;REQ002
441;true;true;false;true;1;
467;false;false;true;false;2;REQ003
492;false;true;false;true;5;REQ007
527;false;true;true;true;5;REQ007
571;false;false;false;false;3;REQ004
617;true;false;false;false;4;REQ005
666;true;false;false;false;4;REQ005
696;true;true;true;false;4;REQ006
721;false;true;true;false;5;REQ007
746;false;false;false;false;3;REQ004
