TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
5;false;false;1;0;
8;false;true;0;0;REQ001
10;true;false;0;0;
12;true;true;0;0;
14;false;false;0;0;
16;true;false;3;0;REQ002
19;false;false;3;0;
22;false;true;3;0;
24;true;true;3;0;
26;false;false;1;1;REQ004
28;false;true;0;1;REQ001
31;false;true;0;1;
33;false;false;0;1;
36;false;true;0;1;
39;true;true;0;1;
42;true;false;0;1;
44;false;true;0;1;
47;true;false;0;1;
50;false;false;0;1;
53;false;false;0;1;
56;true;true;0;1;
59;false;true;0;1;
62;true;false;0;1;
64;false;false;0;1;
67;false;true;0;1;
69;true;true;0;1;
72;true;true;0;1;
75;true;false;0;1;
78;true;true;0;1;
80;true;true;0;1;
82;false;true;0;1;
