TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
5;true;true;0;0;
7;true;false;0;0;
10;false;true;0;0;
12;true;true;0;0;
14;false;false;0;0;
17;true;true;0;0;
20;false;false;0;0;
23;false;true;0;0;
25;true;false;0;0;
27;false;false;0;0;
29;false;false;0;0;
31;true;true;0;0;
33;true;true;0;0;
35;true;false;0;0;
38;true;true;0;0;
40;false;true;0;0;
42;true;false;0;0;
45;false;false;0;0;
47;false;true;0;0;
50;false;true;0;0;
53;true;true;0;0;
56;true;true;0;0;
59;true;false;0;0;
62;true;false;0;0;
64;false;false;0;0;
67;true;false;2;0;REQ003
70;true;true;2;0;
73;true;true;2;0;
76;true;true;2;0;
79;true;true;2;0;
81;false;true;2;0;
