TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
7;true;true;0;0;
9;false;false;0;0;
11;true;false;3;0;REQ002
14;true;true;3;0;
16;true;true;3;0;
19;false;true;3;0;
22;true;false;1;1;REQ004
24;false;true;0;1;REQ001
27;false;false;0;1;
29;true;true;0;1;
31;true;false;0;1;
33;false;true;0;1;
35;false;true;0;1;
38;true;false;0;1;
40;true;false;0;1;
43;false;false;0;1;
45;true;false;3;1;REQ002
48;false;true;3;1;
50;true;false;3;1;
53;true;false;3;1;
55;true;true;0;1;REQ004REQ001
58;true;true;0;1;
60;true;true;0;1;
62;false;true;0;1;
65;true;true;0;1;
67;true;false;0;1;
69;false;false;0;1;
72;true;true;0;1;
74;false;false;0;1;
76;true;true;0;1;
