TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;false;false;false;true;1;REQ002
32;true;false;true;false;4;REQ005
59;true;false;true;false;4;REQ005
107;false;true;true;false;5;REQ007
142;false;true;false;true;5;REQ007
170;false;true;false;false;5;REQ007
201;true;true;false;false;5;REQ008
252;true;true;true;true;5;
296;false;false;false;true;1;REQ002
309;false;false;true;true;0;REQ001
341;false;true;true;true;5;REQ007
362;true;false;false;false;4;REQ005
385;false;false;false;true;1;REQ002
430;true;true;false;false;1;
440;false;true;true;true;5;REQ007
470;false;false;true;true;0;REQ001
496;true;false;true;false;4;REQ005
540;true;true;false;true;4;REQ006
552;false;true;false;true;5;REQ007
600;false;false;true;false;2;REQ003
627;false;false;false;true;1;REQ002
664;false;true;false;true;5;REQ007
698;false;true;false;true;5;REQ007
733;true;true;false;true;5;REQ008
750;true;true;false;true;5;
