TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
36;false;4;true;on ;low ;false;
75;false;9;false;off ;permitted ;false;REQ001REQ011
125;true;5;false;off ;low ;true;REQ003REQ010REQ005REQ009
149;true;8;true;on ;low ;false;REQ006REQ010
180;false;4;false;on ;low ;false;
228;true;8;true;on ;low ;false;
268;false;4;true;on ;low ;false;
297;false;1;true;on ;low ;false;
319;true;7;false;off ;low ;true;REQ005REQ009
366;true;7;true;on ;low ;false;REQ006REQ010
383;true;2;false;on ;low ;false;
402;false;4;true;on ;low ;false;
448;true;0;false;off ;low ;true;REQ005REQ009
468;true;9;false;off ;permitted ;true;REQ001
519;true;8;true;on ;low ;false;REQ006REQ003REQ010
568;true;11;true;off ;high ;false;REQ001REQ011REQ002
598;true;8;false;on ;low ;false;REQ004REQ003REQ010
621;true;1;true;on ;low ;false;
652;true;11;false;off ;high ;false;REQ001REQ002REQ011
665;true;3;false;on ;low ;false;REQ004REQ003REQ010
679;true;5;false;on ;low ;false;
694;false;11;false;off ;high ;false;REQ001REQ011REQ002
724;true;9;true;off ;permitted ;false;REQ004
773;true;10;true;off ;high ;false;REQ002
793;true;4;false;on ;low ;false;REQ004REQ003REQ010
841;true;10;false;off ;high ;false;REQ001REQ002REQ011
858;false;5;false;on ;low ;false;REQ004REQ003REQ010
887;true;5;false;off ;low ;true;REQ005REQ009
907;true;5;true;on ;low ;false;REQ006REQ010
945;true;9;false;off ;permitted ;false;REQ001REQ011
971;false;5;true;on ;low ;false;REQ003REQ010
985;true;3;true;on ;low ;false;
1023;false;8;false;on ;low ;false;
1057;true;11;true;off ;high ;false;REQ001REQ011REQ002
1079;false;11;true;off ;high ;false;
1112;true;0;true;on ;low ;false;REQ004REQ003REQ010
