TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
335;1;0;80;2;0;REQ012
590;1;1;81;1;1;REQ009REQ004REQ013REQ002
882;0;2;79;2;3;REQ001REQ011
1105;1;2;81;0;0;REQ012REQ004
1336;1;2;79;2;0;REQ001
1673;0;2;80;2;3;REQ017
1915;1;2;79;2;0;REQ012
2196;1;2;81;0;0;REQ004
2475;0;0;81;0;0;REQ004
2707;0;1;79;2;1;REQ010REQ001
2984;0;1;80;2;1;
3246;0;2;81;3;3;REQ002REQ011REQ003
3548;0;2;79;2;3;REQ001
3831;1;1;80;2;0;REQ012
4142;0;0;81;0;0;REQ004
4424;0;0;79;2;0;REQ001
4694;1;2;79;2;0;REQ012
4962;1;0;81;0;0;REQ009REQ004
5290;1;1;80;2;1;REQ013REQ001
5613;0;1;81;1;1;REQ007REQ002
5846;1;0;80;2;0;REQ001REQ012
6093;1;0;80;2;0;
6420;1;2;79;2;3;REQ014
6727;1;1;79;2;1;REQ013
6947;1;1;79;2;1;
