TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
235;1;1;80;2;0;REQ012
542;0;2;79;2;3;REQ011
880;0;1;80;2;1;REQ010
1164;1;1;80;2;0;REQ012
1409;0;1;80;2;1;REQ016
1693;1;2;79;2;0;REQ012
2023;1;2;81;0;0;REQ009REQ004
2280;0;2;81;3;3;REQ017REQ003
2565;1;2;80;2;0;REQ001REQ012
2807;1;1;79;2;1;REQ013
3048;0;1;80;2;1;
3350;0;1;79;2;1;
3685;0;0;81;1;1;REQ007REQ002
4023;1;0;80;2;0;REQ001REQ012
4349;1;0;81;0;0;REQ004
4572;0;2;80;2;3;REQ011REQ001
4856;1;0;79;2;0;REQ012
5102;0;0;80;2;0;
5328;1;0;80;2;0;REQ012
5563;1;2;79;2;3;REQ014
5885;1;2;79;2;3;
6145;1;1;81;1;1;REQ013REQ002
6428;1;0;81;0;0;REQ002REQ015REQ004
6756;0;2;80;2;3;REQ011REQ001
7009;1;1;81;0;0;REQ003REQ012REQ004
