TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;false;true;0;0;
6;false;false;0;0;
8;true;false;3;0;REQ002
10;true;true;3;0;
12;false;false;3;0;
15;true;true;3;0;
18;true;true;1;1;REQ004
20;false;false;1;1;
23;false;false;1;1;
26;false;false;1;1;
29;true;false;1;1;
31;true;true;0;1;REQ001
34;false;true;0;1;
37;false;true;0;1;
39;false;false;0;1;
41;true;false;3;1;REQ002
43;false;true;3;1;
46;false;false;3;1;
49;true;true;3;1;
51;false;false;1;1;REQ004
53;false;false;1;1;
56;true;false;1;1;
59;false;true;0;1;REQ001
62;true;false;0;1;
64;true;true;0;1;
66;true;true;0;1;
68;false;false;0;1;
71;false;true;0;1;
74;false;true;0;1;
76;false;true;0;1;
78;true;true;0;1;
