TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
38;false;true;false;false;5;REQ007
79;false;true;true;true;5;REQ007
103;true;false;true;true;4;REQ005
128;false;false;false;false;3;REQ004
165;true;true;false;true;3;
186;true;false;false;false;4;REQ005
219;true;false;true;true;4;REQ005
266;false;false;true;false;2;REQ003
293;false;true;true;true;5;REQ007
338;true;true;true;true;5;REQ008
381;true;false;false;true;4;REQ005
412;true;true;true;true;4;REQ006
432;true;false;true;false;4;REQ005
476;false;false;false;false;3;REQ004
525;false;false;true;true;0;REQ001
561;true;true;true;true;0;
594;true;false;false;false;4;REQ005
634;false;false;false;true;1;REQ002
665;true;false;true;false;4;REQ005
675;true;false;true;false;4;REQ005
711;true;false;false;false;4;REQ005
734;true;false;false;true;4;REQ005
768;false;false;false;true;1;REQ002
802;false;false;true;true;0;REQ001
824;true;false;false;false;4;REQ005
