TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
5;false;false;1;0;
8;true;false;1;0;
10;true;true;0;0;REQ001
12;true;false;0;0;
15;true;false;0;0;
18;false;false;0;0;
21;true;true;0;0;
24;true;false;0;0;
26;false;false;0;0;
28;false;true;0;0;
30;true;false;0;0;
32;false;false;0;0;
35;true;true;0;0;
37;true;false;0;0;
39;false;false;0;0;
42;false;true;0;0;
45;false;false;0;0;
48;false;true;0;0;
51;false;false;0;0;
54;false;true;0;0;
56;false;true;0;0;
58;true;false;0;0;
61;true;false;0;0;
64;true;true;0;0;
67;true;true;0;0;
69;true;false;0;0;
72;true;true;0;0;
74;true;true;0;0;
76;false;false;0;0;
79;false;false;0;0;
81;false;false;0;0;
