TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
32;true;0;true;on ;low ;false;
74;false;8;false;on ;low ;false;
88;false;11;true;off ;high ;false;REQ001REQ002REQ011
120;true;5;true;on ;low ;false;REQ004REQ003REQ010
141;false;0;false;on ;low ;false;
190;false;2;false;on ;low ;false;
214;false;3;false;on ;low ;false;
258;false;8;false;on ;low ;false;
294;true;4;true;on ;low ;false;
326;false;5;true;on ;low ;false;
342;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
392;true;1;true;on ;low ;false;REQ004REQ003REQ010
404;true;7;false;on ;low ;false;
428;true;3;false;on ;low ;false;
443;true;8;false;on ;low ;false;
457;false;4;true;on ;low ;false;
483;false;2;true;on ;low ;false;
506;false;2;false;on ;low ;false;
524;true;3;true;on ;low ;false;
546;false;6;true;on ;low ;false;
584;false;4;true;on ;low ;false;
614;false;7;false;on ;low ;false;
652;true;5;true;on ;low ;false;
670;false;0;false;on ;low ;false;
681;false;3;true;on ;low ;false;
732;false;1;false;on ;low ;false;
761;false;5;false;on ;low ;false;
782;true;5;false;off ;low ;true;REQ005REQ009
804;false;1;true;on ;low ;false;REQ006REQ010
814;true;4;true;on ;low ;false;
850;true;3;false;on ;low ;false;
880;true;2;false;on ;low ;false;
918;false;11;false;off ;high ;false;REQ001REQ002REQ011
933;true;1;false;off ;low ;true;REQ004REQ003REQ005
980;true;10;false;off ;high ;false;REQ001REQ002REQ007
997;false;1;false;on ;low ;false;REQ004REQ003REQ010
