TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
28;false;true;true;true;5;REQ007
78;false;false;true;true;0;REQ001
108;true;false;false;true;4;REQ005
145;false;true;true;false;5;REQ007
155;true;false;true;false;4;REQ005
169;false;false;false;true;1;REQ002
206;true;true;false;true;1;
228;true;true;false;false;1;
238;false;false;true;false;2;REQ003
254;false;false;false;true;1;REQ002
300;true;false;true;true;4;REQ005
343;true;false;false;true;4;REQ005
370;false;false;false;false;3;REQ004
414;true;true;false;true;3;
453;false;false;false;false;3;REQ004
493;false;false;true;true;0;REQ001
541;false;true;false;false;5;REQ007
559;true;false;false;true;4;REQ005
580;true;true;false;true;4;REQ006
614;false;true;true;true;5;REQ007
664;false;true;true;true;5;REQ007
687;false;false;false;false;3;REQ004
730;true;false;false;true;4;REQ005
763;false;false;true;false;2;REQ003
804;false;true;true;true;5;REQ007
