TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
17;true;false;false;false;4;REQ005
27;true;true;false;false;4;REQ006
58;true;true;true;true;4;
94;false;true;true;true;5;REQ007
109;false;true;true;true;5;REQ007
134;true;true;true;true;5;REQ008
158;false;true;false;false;5;REQ007
189;false;true;false;true;5;REQ007
198;false;true;false;true;5;REQ007
224;false;false;false;false;3;REQ004
270;false;false;false;true;1;REQ002
279;true;false;false;false;4;REQ005
316;false;false;false;false;3;REQ004
343;true;false;false;true;4;REQ005
382;false;false;false;false;3;REQ004
408;true;true;false;true;3;
438;false;false;true;false;2;REQ003
452;false;false;true;true;0;REQ001
465;true;false;false;true;4;REQ005
504;true;true;false;true;4;REQ006
544;false;true;true;true;5;REQ007
586;false;true;false;false;5;REQ007
622;true;true;true;true;5;REQ008
642;false;true;true;false;5;REQ007
686;false;true;false;true;5;REQ007
