TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;false;1;0;
4;true;true;0;0;REQ001
6;true;true;0;0;
9;false;true;0;0;
12;true;false;0;0;
15;true;false;0;0;
18;true;false;0;0;
21;true;false;0;0;
24;false;true;0;0;
27;false;true;0;0;
30;false;false;0;0;
32;true;false;3;0;REQ002
35;false;true;3;0;
37;false;false;3;0;
40;false;true;3;0;
43;false;true;1;1;REQ004
46;true;true;1;1;
49;false;false;1;1;
52;true;false;1;1;
54;true;false;1;1;
56;true;false;1;1;
59;true;false;1;1;
62;true;false;1;1;
64;true;true;0;1;REQ001
66;false;true;0;1;
68;true;true;0;1;
70;true;true;0;1;
72;false;false;0;1;
75;false;false;0;1;
77;false;true;0;1;
80;false;true;0;1;
83;false;true;0;1;
