TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;false;true;false;false;5;REQ007
60;false;false;false;true;1;REQ002
92;false;true;true;true;5;REQ007
137;false;true;true;true;5;REQ007
168;false;true;true;false;5;REQ007
197;false;false;false;true;1;REQ002
247;true;false;true;false;4;REQ005
259;false;false;false;true;1;REQ002
295;false;false;true;false;2;REQ003
333;false;true;true;false;5;REQ007
351;true;false;true;false;4;REQ005
392;true;false;true;false;4;REQ005
426;false;true;true;true;5;REQ007
459;true;true;true;false;5;REQ008
486;true;true;false;false;5;
498;true;false;false;true;4;REQ005
523;true;true;false;false;4;REQ006
573;true;true;true;false;4;
623;false;true;false;false;5;REQ007
668;false;true;false;false;5;REQ007
708;true;false;true;false;4;REQ005
736;true;false;true;false;4;REQ005
750;true;false;true;true;4;REQ005
763;true;true;false;true;4;REQ006
812;false;true;false;false;5;REQ007
