TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;false;true;false;false;5;REQ007
69;true;true;true;true;5;REQ008
105;true;false;false;false;4;REQ005
151;false;false;false;false;3;REQ004
195;false;false;true;false;2;REQ003
245;false;false;false;true;1;REQ002
275;true;true;true;true;1;
290;false;false;true;true;0;REQ001
300;true;true;true;true;0;
335;true;false;true;true;4;REQ005
356;true;true;true;true;4;REQ006
386;false;false;true;false;2;REQ003
409;true;true;false;true;2;
448;false;true;false;true;5;REQ007
476;true;true;false;true;5;REQ008
485;false;false;true;true;0;REQ001
519;false;true;false;false;5;REQ007
536;true;true;false;false;5;REQ008
553;true;true;true;false;5;
597;true;true;true;false;5;
644;false;true;true;false;5;REQ007
694;true;true;false;true;5;REQ008
713;true;false;false;false;4;REQ005
735;true;true;true;true;4;REQ006
744;false;false;false;false;3;REQ004
