TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
231;0;2;79;2;3;REQ011
553;1;2;80;2;0;REQ012
839;1;1;80;2;1;REQ013
1127;1;2;80;2;3;REQ014
1346;0;2;79;2;3;
1592;1;1;80;2;0;REQ012
1888;0;2;81;3;3;REQ011REQ003
2155;1;0;79;2;0;REQ012REQ001
2385;0;1;81;1;1;REQ010REQ002
2662;0;2;81;3;3;REQ011REQ003
3002;0;2;80;2;3;REQ001
3279;0;1;79;2;1;REQ010
3509;0;0;79;2;1;
3849;0;0;81;1;1;REQ002
4129;1;0;80;2;0;REQ012REQ001
4384;1;2;81;3;3;REQ004REQ014REQ003
4704;1;2;79;2;3;REQ001
4949;1;1;79;2;1;REQ013
5241;1;2;81;3;3;REQ007REQ002REQ014REQ003
5481;1;0;80;2;0;REQ001REQ015
5707;0;1;80;2;1;REQ010
5963;1;2;81;0;0;REQ012REQ004
6225;1;2;80;2;0;REQ001
6495;0;1;81;1;1;REQ010REQ002
6792;0;2;79;2;3;REQ001REQ011
