TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;false;1;0;
6;false;false;1;0;
9;true;true;0;0;REQ001
11;false;false;0;0;
14;false;false;0;0;
17;true;true;0;0;
19;false;false;0;0;
21;false;true;0;0;
23;false;false;0;0;
25;false;true;0;0;
28;false;true;0;0;
31;false;false;0;0;
33;false;false;0;0;
36;true;true;0;0;
39;false;false;0;0;
41;true;true;0;0;
43;true;false;0;0;
45;true;true;0;0;
47;false;true;0;0;
50;false;false;0;0;
52;false;false;0;0;
55;true;false;2;0;REQ003
57;true;true;2;0;
60;true;true;2;0;
63;false;false;2;0;
65;false;true;2;0;
68;false;false;2;0;
71;false;true;2;0;
74;false;false;2;0;
76;false;true;2;0;
78;true;true;2;0;
80;true;false;2;0;
