TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
281;0;2;81;3;3;REQ005REQ011REQ003
613;1;1;81;0;0;REQ003REQ012REQ004
876;1;2;80;2;3;REQ014REQ001
1118;1;1;81;1;1;REQ013REQ002
1339;1;2;79;2;3;REQ014REQ001
1593;0;1;79;2;1;REQ010
1819;0;0;79;2;1;
2055;0;2;81;3;3;REQ011REQ003
2333;0;1;79;2;1;REQ001REQ010
2589;1;1;81;0;0;REQ012REQ004
2905;0;1;79;2;1;REQ016REQ001
3208;1;1;80;2;0;REQ012
3468;0;0;80;2;0;
3761;1;0;79;2;0;REQ012
4078;0;2;81;3;3;REQ009REQ004REQ011REQ003
4381;1;2;80;2;0;REQ001REQ012
4603;1;0;80;2;0;
4849;0;1;80;2;1;REQ010
5178;1;2;81;0;0;REQ007REQ002REQ012REQ004
5424;0;1;81;1;1;REQ010REQ002
5726;0;1;79;2;1;REQ001
6009;1;0;79;2;0;REQ012
6305;0;2;80;2;3;REQ011
6606;0;2;80;2;3;
6913;1;1;79;2;0;REQ012
