TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
14;true;false;false;false;4;REQ005
64;false;true;false;true;5;REQ007
100;true;true;true;false;5;REQ008
122;false;true;false;false;5;REQ007
138;false;true;true;false;5;REQ007
187;false;true;true;false;5;REQ007
211;true;true;false;false;5;REQ008
253;true;false;true;false;4;REQ005
294;false;false;false;false;3;REQ004
325;true;false;true;true;4;REQ005
341;true;false;false;false;4;REQ005
386;true;true;true;false;4;REQ006
413;true;true;false;false;4;
453;true;false;false;false;4;REQ005
472;true;false;false;false;4;REQ005
487;false;true;false;false;5;REQ007
532;false;false;false;true;1;REQ002
543;false;true;false;false;5;REQ007
557;false;false;true;true;0;REQ001
583;true;true;false;true;0;
606;true;true;false;true;0;
630;true;true;true;false;0;
645;true;true;false;false;0;
688;false;true;true;false;5;REQ007
712;false;true;false;true;5;REQ007
