TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
34;false;false;false;true;1;REQ002
55;false;false;true;true;0;REQ001
69;true;false;false;true;4;REQ005
106;false;false;false;false;3;REQ004
139;false;true;false;true;5;REQ007
163;false;true;true;false;5;REQ007
173;false;false;false;false;3;REQ004
215;false;false;true;true;0;REQ001
231;false;false;true;false;2;REQ003
276;true;false;true;true;4;REQ005
294;true;true;false;true;4;REQ006
344;true;false;false;false;4;REQ005
366;true;false;false;true;4;REQ005
386;false;false;true;false;2;REQ003
435;true;true;false;true;2;
450;true;true;true;true;2;
491;true;false;false;false;4;REQ005
513;false;false;false;false;3;REQ004
558;true;true;true;false;3;
597;true;false;true;true;4;REQ005
615;false;false;false;true;1;REQ002
644;false;false;true;true;0;REQ001
653;true;true;false;true;0;
683;true;false;true;true;4;REQ005
725;false;true;false;true;5;REQ007
