TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
228;1;2;80;2;0;REQ012
503;1;1;81;1;1;REQ013REQ002
800;1;0;81;0;0;REQ002REQ015REQ004
1035;1;1;80;2;1;REQ001REQ013
1257;0;0;81;1;1;REQ007REQ002
1493;1;1;80;2;0;REQ012REQ001
1757;1;0;79;2;0;
2010;0;0;81;0;0;REQ009REQ004
2304;0;0;79;2;0;REQ001
2604;1;1;80;2;0;REQ012
2878;0;0;80;2;0;
3156;1;2;80;2;0;REQ012
3462;0;0;79;2;0;
3753;0;0;81;0;0;REQ004
4041;1;0;81;0;0;REQ012
4270;0;1;79;2;1;REQ001REQ010
4553;0;2;79;2;3;REQ011
4825;1;1;79;2;0;REQ012
5134;0;2;81;3;3;REQ004REQ011REQ003
5450;1;0;79;2;0;REQ001REQ012
5790;0;0;79;2;0;
6118;0;2;81;3;3;REQ004REQ011REQ003
6351;0;1;80;2;1;REQ010REQ001
6683;1;1;79;2;0;REQ012
6936;0;2;80;2;3;REQ011
