TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
18;true;0;false;off ;low ;true;REQ005REQ009
38;true;7;false;off ;low ;true;
52;false;7;true;on ;low ;false;REQ006REQ010
68;true;5;false;off ;low ;true;REQ005REQ009
99;false;0;true;on ;low ;false;REQ006REQ010
137;true;1;false;off ;low ;true;REQ005REQ009
184;true;4;false;off ;low ;true;
198;false;3;true;on ;low ;false;REQ006REQ010
210;true;8;true;on ;low ;false;
233;true;2;true;on ;low ;false;
243;true;0;true;on ;low ;false;
291;true;10;true;off ;high ;false;REQ001REQ011REQ002
315;true;8;false;on ;low ;false;REQ004REQ003REQ010
348;true;3;true;on ;low ;false;
385;false;2;true;on ;low ;false;
420;true;4;true;on ;low ;false;
441;true;8;false;on ;low ;false;
465;false;8;false;on ;low ;false;
478;false;0;false;on ;low ;false;
519;false;11;true;off ;high ;false;REQ001REQ011REQ002
564;false;6;true;on ;low ;false;REQ004REQ003REQ010
585;false;0;false;on ;low ;false;
627;true;8;true;on ;low ;false;
660;false;5;false;on ;low ;false;
681;true;3;false;off ;low ;true;REQ005REQ009
699;false;7;true;on ;low ;false;REQ006REQ010
744;true;2;false;off ;low ;true;REQ005REQ009
767;false;11;false;off ;high ;false;REQ001REQ002REQ007
779;false;1;true;on ;low ;false;REQ004REQ003REQ010
807;false;8;true;on ;low ;false;
857;true;3;true;on ;low ;false;
891;false;0;true;on ;low ;false;
929;false;3;false;on ;low ;false;
975;true;9;true;off ;permitted ;false;REQ001REQ011
1004;true;3;true;on ;low ;false;REQ003REQ010
1049;true;0;false;on ;low ;false;
