TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
310;0;0;81;2;2;REQ005
541;1;1;79;2;0;REQ012REQ001
775;1;1;80;2;0;
1095;0;1;81;1;1;REQ009REQ016REQ002
1399;1;2;80;2;0;REQ001REQ012
1626;0;1;81;1;1;REQ009REQ010REQ002
1935;0;1;79;2;1;REQ001
2173;1;2;79;2;0;REQ012
2428;0;0;79;2;0;
2682;1;1;81;0;0;REQ004REQ012
2948;1;2;79;2;3;REQ001REQ014
3241;1;1;81;1;1;REQ013REQ002
3556;0;0;79;2;1;REQ001
3858;1;1;79;2;0;REQ012
4093;0;0;79;2;0;
4368;1;0;80;2;0;REQ012
4603;1;1;81;1;1;REQ004REQ013REQ002
4914;0;2;81;3;3;REQ002REQ011REQ003
5207;1;1;81;0;0;REQ003REQ012REQ004
5464;1;1;81;0;0;REQ004
5798;1;0;79;2;0;REQ001
6136;0;0;79;2;0;
6405;1;0;79;2;0;REQ012
6665;1;2;80;2;3;REQ014
6992;1;0;79;2;0;REQ015
