TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;false;false;0;0;
9;false;false;0;0;
12;false;true;0;0;
15;true;true;0;0;
17;false;false;0;0;
20;false;true;0;0;
23;true;false;0;0;
25;true;true;0;0;
27;false;true;0;0;
30;true;false;0;0;
33;true;true;0;0;
35;true;true;0;0;
37;false;false;0;0;
40;true;true;0;0;
42;false;false;0;0;
45;false;true;0;0;
47;true;true;0;0;
50;true;true;0;0;
52;true;false;0;0;
54;true;true;0;0;
57;false;false;0;0;
59;true;false;2;0;REQ003
62;true;false;2;0;
64;false;true;2;0;
67;true;false;2;0;
70;true;true;2;0;
72;false;false;2;0;
74;false;true;2;0;
76;false;false;2;0;
78;true;true;2;0;
81;true;false;2;0;
