TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
36;true;10;true;off ;high ;false;REQ001REQ002REQ011
62;true;10;false;off ;high ;false;
107;false;6;false;on ;low ;false;REQ004REQ003REQ010
152;false;10;true;off ;high ;false;REQ001REQ002REQ011
199;true;0;false;off ;low ;true;REQ004REQ003REQ005
210;false;1;false;off ;low ;true;
250;true;8;true;on ;low ;false;REQ006REQ010
264;true;10;false;off ;high ;false;REQ001REQ002REQ011
297;false;2;true;on ;low ;false;REQ004REQ003REQ010
330;true;8;true;on ;low ;false;
349;true;9;false;off ;permitted ;false;REQ001REQ011
375;false;1;true;on ;low ;false;REQ003REQ010
393;true;11;true;off ;high ;false;REQ001REQ011REQ002
428;true;6;false;on ;low ;false;REQ004REQ003REQ010
442;false;5;false;on ;low ;false;
475;true;2;false;off ;low ;true;REQ005REQ009
488;false;6;false;off ;low ;true;
535;false;4;false;off ;low ;true;
581;false;1;true;on ;low ;false;REQ006REQ010
611;false;5;true;on ;low ;false;
647;true;10;true;off ;high ;false;REQ001REQ011REQ002
663;false;4;true;on ;low ;false;REQ004REQ003REQ010
701;false;8;true;on ;low ;false;
730;true;2;false;off ;low ;true;REQ005REQ009
776;false;3;false;off ;low ;true;
811;true;10;false;off ;high ;false;REQ001REQ002REQ007
839;true;6;false;on ;low ;false;REQ004REQ003REQ010
874;true;3;false;on ;low ;false;
907;false;4;false;on ;low ;false;
925;true;5;true;on ;low ;false;
947;true;4;true;on ;low ;false;
962;false;2;true;on ;low ;false;
1009;true;1;false;off ;low ;true;REQ005REQ009
1030;true;5;false;off ;low ;true;
1040;false;3;false;off ;low ;true;
1088;true;5;false;off ;low ;true;
