TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
37;true;true;true;true;3;
62;true;false;true;true;4;REQ005
112;true;false;true;true;4;REQ005
152;true;true;false;false;4;REQ006
173;true;false;true;false;4;REQ005
202;true;true;false;false;4;REQ006
215;false;false;false;false;3;REQ004
247;false;false;true;false;2;REQ003
269;true;false;false;false;4;REQ005
285;true;true;false;false;4;REQ006
295;true;false;true;false;4;REQ005
338;false;false;false;false;3;REQ004
353;true;true;true;true;3;
376;true;false;false;true;4;REQ005
397;false;false;false;false;3;REQ004
412;true;true;false;true;3;
437;false;true;true;true;5;REQ007
468;false;false;true;false;2;REQ003
493;false;true;false;false;5;REQ007
530;true;false;false;false;4;REQ005
574;false;false;false;true;1;REQ002
586;false;false;true;false;2;REQ003
600;true;true;true;true;2;
645;true;false;true;true;4;REQ005
691;false;false;false;false;3;REQ004
