TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
22;false;true;false;false;5;REQ007
58;false;false;false;true;1;REQ002
83;false;true;false;true;5;REQ007
98;true;true;true;false;5;REQ008
130;false;true;true;false;5;REQ007
161;true;false;true;false;4;REQ005
211;false;true;false;true;5;REQ007
251;true;false;false;false;4;REQ005
296;false;true;false;false;5;REQ007
327;false;true;true;true;5;REQ007
369;false;false;false;false;3;REQ004
388;true;true;false;false;3;
430;true;false;true;true;4;REQ005
479;true;false;true;false;4;REQ005
511;false;true;false;false;5;REQ007
530;true;false;true;false;4;REQ005
564;false;true;true;true;5;REQ007
578;false;true;true;false;5;REQ007
589;true;true;true;false;5;REQ008
635;true;true;false;false;5;
645;false;true;true;true;5;REQ007
684;false;true;true;false;5;REQ007
724;false;false;true;true;0;REQ001
773;true;false;false;false;4;REQ005
800;false;false;true;true;0;REQ001
