TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
43;true;true;true;true;3;
82;true;true;true;false;3;
111;false;true;false;true;5;REQ007
155;false;true;true;true;5;REQ007
185;false;true;false;false;5;REQ007
195;false;true;false;true;5;REQ007
242;true;false;false;true;4;REQ005
275;true;true;true;true;4;REQ006
286;false;true;true;false;5;REQ007
320;true;true;false;false;5;REQ008
348;false;true;true;false;5;REQ007
390;true;false;true;true;4;REQ005
415;true;true;false;true;4;REQ006
462;true;true;false;true;4;
484;true;false;true;true;4;REQ005
515;false;true;false;false;5;REQ007
530;false;false;true;false;2;REQ003
571;true;true;false;true;2;
582;false;false;false;false;3;REQ004
620;true;false;true;false;4;REQ005
639;false;false;false;true;1;REQ002
665;false;true;true;false;5;REQ007
675;false;true;false;true;5;REQ007
725;true;true;true;false;5;REQ008
772;true;false;false;false;4;REQ005
