TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;true;0;0;
8;true;false;0;0;
10;false;true;0;0;
13;true;true;0;0;
16;true;true;0;0;
19;false;false;0;0;
21;true;true;0;0;
24;true;false;0;0;
27;false;true;0;0;
29;false;false;0;0;
32;false;true;0;0;
35;true;false;0;0;
37;true;false;0;0;
39;true;true;0;0;
41;true;true;0;0;
44;false;true;0;0;
46;true;false;0;0;
48;false;true;0;0;
50;false;true;0;0;
52;true;true;0;0;
54;true;false;0;0;
56;false;false;0;0;
58;false;false;0;0;
61;false;true;0;0;
64;false;false;0;0;
66;true;true;0;0;
68;true;false;0;0;
71;true;false;0;0;
74;true;true;0;0;
77;false;true;0;0;
80;true;false;0;0;
