TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
48;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
68;false;6;true;on ;low ;false;REQ006REQ003REQ010
94;false;9;false;off ;permitted ;false;REQ001REQ011
116;false;1;false;on ;low ;false;REQ003REQ010
166;true;6;true;on ;low ;false;
187;false;4;true;on ;low ;false;
230;true;11;false;off ;high ;false;REQ005REQ001REQ011REQ002REQ008
270;true;3;false;on ;low ;false;REQ004REQ003REQ010
293;false;5;true;on ;low ;false;
303;false;11;false;off ;high ;false;REQ001REQ002REQ011
317;true;5;false;off ;low ;true;REQ004REQ003REQ005
327;true;0;false;off ;low ;true;
337;true;11;false;off ;high ;false;REQ001REQ002REQ008
383;false;9;true;off ;permitted ;false;REQ004
417;true;6;false;off ;low ;true;REQ003REQ010REQ005REQ009
441;true;6;false;off ;low ;true;
486;false;5;true;on ;low ;false;REQ006REQ010
498;true;11;false;off ;high ;false;REQ001REQ005REQ002REQ008REQ011
521;true;7;false;on ;low ;false;REQ004REQ003REQ010
561;false;9;true;off ;permitted ;false;REQ001REQ011
593;false;9;true;off ;permitted ;false;
615;false;4;false;on ;low ;false;REQ003REQ010
637;false;0;true;on ;low ;false;
675;true;8;true;on ;low ;false;
722;true;7;true;on ;low ;false;
743;true;1;false;on ;low ;false;
771;true;10;true;off ;high ;false;REQ001REQ011REQ002
799;true;11;false;off ;high ;false;
814;false;5;true;on ;low ;false;REQ004REQ003REQ010
851;false;6;true;on ;low ;false;
865;true;7;false;off ;low ;true;REQ005REQ009
884;false;4;true;on ;low ;false;REQ006REQ010
930;false;7;true;on ;low ;false;
942;false;11;true;off ;high ;false;REQ001REQ011REQ002
990;true;9;false;off ;permitted ;true;REQ004REQ005
1027;true;10;false;off ;high ;false;REQ002REQ008
