TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
10;false;false;true;false;2;REQ003
59;false;false;true;true;0;REQ001
81;true;false;false;false;4;REQ005
101;false;false;true;true;0;REQ001
126;true;false;true;false;4;REQ005
148;true;true;true;false;4;REQ006
195;false;false;false;false;3;REQ004
205;true;false;true;true;4;REQ005
217;true;false;true;true;4;REQ005
236;false;true;false;true;5;REQ007
259;true;true;true;true;5;REQ008
304;true;true;true;true;5;
347;false;true;false;true;5;REQ007
367;true;true;true;true;5;REQ008
380;true;true;false;true;5;
409;true;false;true;false;4;REQ005
425;false;false;true;true;0;REQ001
460;false;true;true;false;5;REQ007
485;false;true;true;false;5;REQ007
506;false;false;false;true;1;REQ002
548;true;false;false;false;4;REQ005
586;false;true;true;true;5;REQ007
627;true;false;true;true;4;REQ005
675;false;true;false;true;5;REQ007
718;true;true;false;false;5;REQ008
