TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
43;true;7;false;off ;low ;true;REQ005REQ009
61;true;3;true;on ;low ;false;REQ006REQ010
109;true;1;true;on ;low ;false;
132;true;7;true;on ;low ;false;
180;false;5;true;on ;low ;false;
231;false;1;true;on ;low ;false;
243;true;9;true;off ;permitted ;false;REQ001REQ011
294;true;2;true;on ;low ;false;REQ003REQ010
321;true;3;false;on ;low ;false;
356;true;6;true;on ;low ;false;
389;true;4;false;on ;low ;false;
406;true;7;true;on ;low ;false;
442;false;8;false;on ;low ;false;
488;false;3;true;on ;low ;false;
516;true;7;true;on ;low ;false;
559;true;10;true;off ;high ;false;REQ001REQ002REQ011
590;false;1;false;on ;low ;false;REQ004REQ003REQ010
639;false;7;true;on ;low ;false;
654;false;1;true;on ;low ;false;
665;false;4;true;on ;low ;false;
679;false;4;false;on ;low ;false;
721;true;4;true;on ;low ;false;
772;false;2;true;on ;low ;false;
787;true;4;false;off ;low ;true;REQ005REQ009
831;false;6;true;on ;low ;false;REQ006REQ010
880;true;10;true;off ;high ;false;REQ001REQ011REQ002
913;true;3;true;on ;low ;false;REQ004REQ003REQ010
944;true;6;false;on ;low ;false;
995;true;2;true;on ;low ;false;
1043;false;8;true;on ;low ;false;
1082;false;7;false;on ;low ;false;
1118;true;5;false;off ;low ;true;REQ005REQ009
1157;true;2;false;off ;low ;true;
1178;false;10;true;off ;high ;false;REQ006REQ001REQ002
1223;false;8;true;on ;low ;false;REQ004REQ003REQ010
1249;false;5;true;on ;low ;false;
