TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
50;true;false;false;false;4;REQ005
84;true;false;false;true;4;REQ005
124;false;true;true;true;5;REQ007
169;true;false;true;false;4;REQ005
185;true;true;true;true;4;REQ006
201;false;false;true;true;0;REQ001
214;false;true;false;true;5;REQ007
248;true;false;true;false;4;REQ005
284;false;true;false;false;5;REQ007
309;false;true;true;false;5;REQ007
356;true;false;false;true;4;REQ005
367;false;true;false;true;5;REQ007
386;true;false;false;false;4;REQ005
406;false;false;true;true;0;REQ001
456;true;true;false;true;0;
500;true;true;false;true;0;
511;false;true;false;true;5;REQ007
551;true;true;false;true;5;REQ008
595;false;false;false;true;1;REQ002
630;true;false;false;true;4;REQ005
658;false;true;true;false;5;REQ007
702;false;true;false;false;5;REQ007
722;true;true;true;true;5;REQ008
769;false;false;false;false;3;REQ004
809;true;false;true;true;4;REQ005
