TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;true;0;0;
9;false;true;0;0;
12;true;true;0;0;
15;false;false;0;0;
17;false;true;0;0;
19;false;false;0;0;
22;true;false;3;0;REQ002
24;true;false;3;0;
27;false;false;3;0;
30;true;true;3;0;
33;true;true;1;1;REQ004
35;true;true;1;1;
37;true;true;1;1;
39;false;true;1;1;
41;true;false;1;1;
43;true;true;0;1;REQ001
45;true;true;0;1;
47;false;true;0;1;
50;false;false;0;1;
52;false;false;0;1;
55;false;true;0;1;
58;false;true;0;1;
60;true;true;0;1;
62;false;true;0;1;
65;false;true;0;1;
67;false;true;0;1;
70;true;false;0;1;
73;false;true;0;1;
75;false;true;0;1;
77;false;true;0;1;
79;true;true;0;1;
