TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
21;false;false;true;false;2;REQ003
61;true;true;true;true;2;
88;false;true;true;true;5;REQ007
108;false;true;false;false;5;REQ007
129;true;false;true;false;4;REQ005
169;false;true;false;false;5;REQ007
189;false;true;true;false;5;REQ007
239;true;false;true;true;4;REQ005
263;false;false;true;true;0;REQ001
283;false;false;true;true;0;REQ001
319;false;false;true;true;0;REQ001
352;true;true;true;false;0;
389;false;true;true;false;5;REQ007
399;false;true;false;true;5;REQ007
429;true;false;true;false;4;REQ005
471;true;false;true;true;4;REQ005
487;true;true;true;true;4;REQ006
515;true;true;false;true;4;
536;true;true;true;false;4;
559;false;false;true;false;2;REQ003
583;false;false;false;false;3;REQ004
599;true;false;true;true;4;REQ005
619;false;true;true;true;5;REQ007
664;false;false;true;false;2;REQ003
696;false;true;true;true;5;REQ007
