TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;false;true;false;false;5;REQ007
88;true;false;false;true;4;REQ005
104;false;false;true;true;0;REQ001
123;false;false;true;false;2;REQ003
138;false;false;true;false;2;REQ003
184;true;false;true;true;4;REQ005
195;true;true;false;true;4;REQ006
227;false;true;false;true;5;REQ007
258;true;true;false;true;5;REQ008
307;false;true;true;false;5;REQ007
336;true;true;true;true;5;REQ008
361;true;false;false;false;4;REQ005
388;false;false;false;false;3;REQ004
427;true;true;true;false;3;
439;false;false;false;true;1;REQ002
483;false;true;true;true;5;REQ007
505;false;true;false;false;5;REQ007
534;false;false;false;true;1;REQ002
568;false;true;true;true;5;REQ007
601;true;true;false;true;5;REQ008
626;true;true;true;false;5;
651;true;true;true;false;5;
670;true;true;true;true;5;
680;false;true;true;false;5;REQ007
727;false;true;false;true;5;REQ007
